year,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,chart_position,acousticness_mean_diff,danceability_mean_diff,energy_mean_diff,liveness_mean_diff,loudness_mean_diff,valence_mean_diff
1950,0.8260384615384615,0.5031923076923077,176771.03846153847,0.25752307692307697,0.11381066846153845,5.1923076923076925,0.19132692307692306,0.4864842645269493,0.8846153846153846,0.03862307692307692,116.72519230769231,3.8846153846153846,0.48623076923076936,15.692307692307692,15.692307692307692,,,,,,
1951,0.829846153846154,0.4878076923076922,171344.46153846153,0.3407692307692308,0.04130915692307692,5.6923076923076925,0.20459230769230768,0.5229866158045317,0.6923076923076923,0.05176923076923076,120.87723076923079,3.9615384615384617,0.5605384615384617,17.653846153846153,15.0,0.0038076923076925118,-0.015384615384615496,0.08324615384615386,0.013265384615384623,0.036502351277582334,0.0743076923076923
1952,0.8482068965517242,0.49003448275862066,173166.1724137931,0.27208275862068965,0.040840611724137936,5.137931034482759,0.2076517241379311,0.5044808648982098,0.8275862068965517,0.0704344827586207,111.21541379310347,3.6551724137931036,0.4849310344827586,20.379310344827587,15.620689655172415,0.0183607427055702,0.0022267904509284397,-0.06868647214854118,0.0030594164456234085,-0.018505750906321894,-0.07560742705570306
1953,0.7772068965517245,0.4771034482758621,170248.41379310345,0.2829620689655173,0.11014337827586207,4.068965517241379,0.16175862068965516,0.513667119874901,0.7931034482758621,0.08095862068965518,114.03186206896554,3.793103448275862,0.42781724137931043,21.20689655172414,15.379310344827585,-0.07099999999999973,-0.012931034482758563,0.010879310344827642,-0.045893103448275935,0.009186254976691233,-0.05711379310344816
1954,0.7607142857142858,0.48085714285714287,172906.0357142857,0.29582142857142857,0.0007452453571428573,5.214285714285714,0.21321428571428575,0.5124575431145855,0.8571428571428571,0.04927499999999999,99.98760714285716,3.892857142857143,0.510107142857143,30.714285714285715,15.035714285714286,-0.016492610837438693,0.0037536945812807754,0.01285935960591128,0.05145566502463059,-0.0012095767603155227,0.08228990147783255
1955,0.752888888888889,0.5037037037037038,163391.92592592593,0.3903074074074074,0.06746148222222222,4.777777777777778,0.15451111111111113,0.5544423373684448,0.9259259259259259,0.06539259259259257,111.31681481481485,3.888888888888889,0.5784814814814817,26.074074074074073,15.222222222222221,-0.007825396825396735,0.022846560846560893,0.09448597883597881,-0.05870317460317462,0.04198479425385937,0.06837433862433873
1956,0.7761724137931031,0.5005057471264367,156259.091954023,0.40257586206896556,0.04263796988505747,5.252873563218391,0.18381609195402304,0.5727459694139252,0.896551724137931,0.06093448275862069,114.7130804597701,3.7471264367816093,0.5830919540229883,25.71264367816092,51.40229885057471,0.023283524904214037,-0.0031979565772670693,0.012268454661558181,0.029304980842911915,0.018303632045480356,0.004610472541506594
1957,0.681521276595745,0.5437127659574469,149565.62765957447,0.4616606382978723,0.036786869787234035,5.191489361702128,0.19263191489361703,0.5506191126227328,0.8936170212765957,0.06227872340425529,120.90097872340421,3.904255319148936,0.6848404255319149,30.095744680851062,51.04255319148936,-0.09465113719735807,0.04320701883101019,0.05908477622890673,0.008815822939593987,-0.022126856791192417,0.10174847150892663
1958,0.6865444444444447,0.5574111111111111,147932.6222222222,0.4933277777777774,0.07701557355555556,5.533333333333333,0.20392333333333343,0.5711868927693192,0.9111111111111111,0.05577888888888891,119.7074555555556,3.8666666666666667,0.7106555555555554,31.57777777777778,52.53333333333333,0.005023167848699717,0.013698345153664193,0.031667139479905126,0.0112914184397164,0.020567780146586445,0.025815130023640442
1959,0.6826842105263157,0.5352631578947369,153311.46315789473,0.5034726315789473,0.10200947936842104,5.147368421052631,0.2031196842105262,0.5537228417487207,0.8315789473684211,0.05977894736842105,121.95851578947364,3.768421052631579,0.6524210526315789,31.74736842105263,50.22105263157895,-0.0038602339181290635,-0.022147953216374194,0.010144853801169862,-0.0008036491228072262,-0.01746405102059856,-0.05823450292397647
1960,0.6684479166666665,0.5447708333333331,153853.30208333334,0.4711458333333333,0.030034883541666665,5.395833333333333,0.18513854166666668,0.5692791059664354,0.8645833333333334,0.03980833333333334,116.31799999999998,3.71875,0.6729614583333335,30.697916666666668,50.041666666666664,-0.014236293859649196,0.009507675438596208,-0.032326798245613964,-0.01798114254385952,0.015556264217714721,0.020540405701754638
1961,0.6292124489795918,0.5346020408163267,156138.91836734695,0.4800836734693877,0.08673128387755104,5.316326530612245,0.22034489795918366,0.5681357090174031,0.8469387755102041,0.05217244897959184,124.15444897959179,3.795918367346939,0.6843163265306126,33.54081632653061,50.785714285714285,-0.03923546768707464,-0.01016879251700642,0.008937840136054365,0.03520635629251698,-0.001143396949032316,0.011354868197279044
1962,0.6383694736842107,0.5636315789473686,163733.7894736842,0.4946021052631577,0.0935019103157895,5.052631578947368,0.1988936842105263,0.5707863496091011,0.8421052631578947,0.05986842105263159,119.48676842105262,3.8210526315789473,0.686,33.8,50.23157894736842,0.009157024704618877,0.02902953813104192,0.014518431793769992,-0.021451213748657355,0.0026506405916980613,0.00168367346938747
1963,0.5986938775510204,0.5550306122448979,153215.85714285713,0.521915306122449,0.059871719285714275,5.23469387755102,0.22675612244897972,0.5764931971670579,0.8571428571428571,0.05788775510204082,119.99146938775515,3.877551020408163,0.711642857142857,37.785714285714285,50.40816326530612,-0.03967559613319027,-0.00860096670247068,0.027313200859291287,0.027862438238453413,0.005706847557956807,0.025642857142856967
1964,0.4923936636363635,0.5377878787878789,154292.45454545456,0.5659868686868688,0.06939627262626263,5.02020202020202,0.18865757575757577,0.5862857587018199,0.797979797979798,0.05128484848484847,123.07149494949489,3.8181818181818183,0.6848181818181819,41.57575757575758,50.07070707070707,-0.10630021391465694,-0.01724273345701899,0.0440715625644198,-0.038098546691403945,0.009792561534761934,-0.02682467532467514
1965,0.4310979797979798,0.5481919191919192,167384.58585858587,0.5650303030303031,0.055479816464646454,5.111111111111111,0.19784949494949503,0.5796765378139312,0.8484848484848485,0.04576262626262626,119.74170707070706,3.919191919191919,0.6903838383838382,42.22222222222222,50.292929292929294,-0.061295683838383686,0.010404040404040305,-0.0009565656565656555,0.009191919191919251,-0.006609220887888623,0.0055656565656563295
1966,0.3989863092783506,0.560443298969072,166153.87628865978,0.5661958762886599,0.01465383639175258,5.412371134020619,0.2008556701030929,0.587023375133447,0.8144329896907216,0.04648865979381441,118.76392783505155,3.948453608247423,0.6999896907216497,44.27835051546392,50.24742268041237,-0.03211167051962921,0.012251379777152738,0.0011655732583567557,0.0030061751535978842,0.007346837319515798,0.009605852337811527
1967,0.3997846938775512,0.532112244897959,176748.6224489796,0.5291653061224489,0.04458036948979591,5.36734693877551,0.19163673469387751,0.5868714350813167,0.8571428571428571,0.04436938775510202,118.79670408163264,3.9183673469387754,0.6467040816326531,43.83673469387755,50.43877551020408,0.0007983845992006189,-0.028331054071112916,-0.03703057016621092,-0.009218935409215395,-0.00015194005213037265,-0.0532856090889966
